pos[0] = 22.824442	pos[1] = 106.974133	pos[2] = 25.525805
pos[0] = 132.902542	pos[1] = 117.335094	pos[2] = 92.607258
angle[0] = -0.531680	angle[1] = 0.113839	angle[2] = 1.334925

pos[0] = 132.899216	pos[1] = 117.228193	pos[2] = 92.601604
angle[0] = -0.531680	angle[1] = 0.113431	angle[2] = 1.334517

pos[0] = 132.895889	pos[1] = 117.121298	pos[2] = 92.595947
angle[0] = -0.531680	angle[1] = 0.113023	angle[2] = 1.334110

pos[0] = 132.802704	pos[1] = 116.960355	pos[2] = 92.650131
angle[0] = -0.531268	angle[1] = 0.112207	angle[2] = 1.333702

pos[0] = 132.799301	pos[1] = 116.853478	pos[2] = 92.644341
angle[0] = -0.531268	angle[1] = 0.111799	angle[2] = 1.333295

pos[0] = 132.795898	pos[1] = 116.746572	pos[2] = 92.638554
angle[0] = -0.531268	angle[1] = 0.111391	angle[2] = 1.332887

pos[0] = 132.792465	pos[1] = 116.639699	pos[2] = 92.632713
angle[0] = -0.531268	angle[1] = 0.110983	angle[2] = 1.332480

pos[0] = 132.696075	pos[1] = 116.532832	pos[2] = 92.681404
angle[0] = -0.530857	angle[1] = 0.110575	angle[2] = 1.332072

pos[0] = 132.692596	pos[1] = 116.425963	pos[2] = 92.675484
angle[0] = -0.530857	angle[1] = 0.110167	angle[2] = 1.331665

pos[0] = 132.689087	pos[1] = 116.319071	pos[2] = 92.669510
angle[0] = -0.530857	angle[1] = 0.109759	angle[2] = 1.331257

pos[0] = 132.586090	pos[1] = 116.159433	pos[2] = 92.706909
angle[0] = -0.530446	angle[1] = 0.109351	angle[2] = 1.330442

pos[0] = 132.582550	pos[1] = 116.052566	pos[2] = 92.700851
angle[0] = -0.530446	angle[1] = 0.108943	angle[2] = 1.330035

pos[0] = 132.578979	pos[1] = 115.945714	pos[2] = 92.694771
angle[0] = -0.530446	angle[1] = 0.108535	angle[2] = 1.329627

pos[0] = 132.575378	pos[1] = 115.838866	pos[2] = 92.688641
angle[0] = -0.530446	angle[1] = 0.108127	angle[2] = 1.329220

pos[0] = 132.571747	pos[1] = 115.732007	pos[2] = 92.682453
angle[0] = -0.530446	angle[1] = 0.107719	angle[2] = 1.328812

pos[0] = 132.475174	pos[1] = 115.625152	pos[2] = 92.730762
angle[0] = -0.530035	angle[1] = 0.107311	angle[2] = 1.328405

pos[0] = 132.474426	pos[1] = 115.464215	pos[2] = 92.729496
angle[0] = -0.530035	angle[1] = 0.106495	angle[2] = 1.327997

pos[0] = 132.470734	pos[1] = 115.357363	pos[2] = 92.723206
angle[0] = -0.530035	angle[1] = 0.106087	angle[2] = 1.327590

pos[0] = 132.374069	pos[1] = 115.250526	pos[2] = 92.771339
angle[0] = -0.529624	angle[1] = 0.105679	angle[2] = 1.327183

pos[0] = 132.370316	pos[1] = 115.143682	pos[2] = 92.764938
angle[0] = -0.529624	angle[1] = 0.105271	angle[2] = 1.326775

pos[0] = 132.359924	pos[1] = 114.984136	pos[2] = 92.747189
angle[0] = -0.529624	angle[1] = 0.104863	angle[2] = 1.325960

pos[0] = 132.356125	pos[1] = 114.877301	pos[2] = 92.740707
angle[0] = -0.529624	angle[1] = 0.104455	angle[2] = 1.325553

pos[0] = 132.259338	pos[1] = 114.770466	pos[2] = 92.788609
angle[0] = -0.529212	angle[1] = 0.104047	angle[2] = 1.325145

pos[0] = 132.258347	pos[1] = 114.609537	pos[2] = 92.786896
angle[0] = -0.529212	angle[1] = 0.103231	angle[2] = 1.324738

pos[0] = 132.254486	pos[1] = 114.502724	pos[2] = 92.780312
angle[0] = -0.529212	angle[1] = 0.102823	angle[2] = 1.324330

pos[0] = 132.250595	pos[1] = 114.395896	pos[2] = 92.773647
angle[0] = -0.529212	angle[1] = 0.102415	angle[2] = 1.323923

pos[0] = 132.153717	pos[1] = 114.289073	pos[2] = 92.821335
angle[0] = -0.528801	angle[1] = 0.102007	angle[2] = 1.323515

pos[0] = 132.149796	pos[1] = 114.182271	pos[2] = 92.814617
angle[0] = -0.528801	angle[1] = 0.101599	angle[2] = 1.323108

pos[0] = 132.145844	pos[1] = 114.075469	pos[2] = 92.807873
angle[0] = -0.528801	angle[1] = 0.101190	angle[2] = 1.322700

pos[0] = 132.141876	pos[1] = 113.968657	pos[2] = 92.801075
angle[0] = -0.528801	angle[1] = 0.100782	angle[2] = 1.322293

pos[0] = 132.040863	pos[1] = 113.755055	pos[2] = 92.841686
angle[0] = -0.528390	angle[1] = 0.099966	angle[2] = 1.321478

pos[0] = 132.036835	pos[1] = 113.648265	pos[2] = 92.834782
angle[0] = -0.528390	angle[1] = 0.099558	angle[2] = 1.321070

pos[0] = 132.032776	pos[1] = 113.541466	pos[2] = 92.827824
angle[0] = -0.528390	angle[1] = 0.099150	angle[2] = 1.320663

pos[0] = 131.935684	pos[1] = 113.434671	pos[2] = 92.875114
angle[0] = -0.527979	angle[1] = 0.098742	angle[2] = 1.320255

pos[0] = 131.931595	pos[1] = 113.327894	pos[2] = 92.868103
angle[0] = -0.527979	angle[1] = 0.098334	angle[2] = 1.319848

pos[0] = 131.927475	pos[1] = 113.221117	pos[2] = 92.861038
angle[0] = -0.527979	angle[1] = 0.097926	angle[2] = 1.319440

pos[0] = 131.923340	pos[1] = 113.114347	pos[2] = 92.853947
angle[0] = -0.527979	angle[1] = 0.097518	angle[2] = 1.319033

pos[0] = 131.826141	pos[1] = 113.007546	pos[2] = 92.901028
angle[0] = -0.527568	angle[1] = 0.097110	angle[2] = 1.318625

pos[0] = 131.821960	pos[1] = 112.900785	pos[2] = 92.893856
angle[0] = -0.527568	angle[1] = 0.096702	angle[2] = 1.318218

pos[0] = 131.820389	pos[1] = 112.739863	pos[2] = 92.891140
angle[0] = -0.527568	angle[1] = 0.095886	angle[2] = 1.317810

pos[0] = 131.720490	pos[1] = 112.687262	pos[2] = 92.933563
angle[0] = -0.527156	angle[1] = 0.095886	angle[2] = 1.317403

pos[0] = 131.718857	pos[1] = 112.526315	pos[2] = 92.930744
angle[0] = -0.527156	angle[1] = 0.095070	angle[2] = 1.316995

pos[0] = 131.714584	pos[1] = 112.419564	pos[2] = 92.923409
angle[0] = -0.527156	angle[1] = 0.094662	angle[2] = 1.316588

pos[0] = 131.710281	pos[1] = 112.312814	pos[2] = 92.916027
angle[0] = -0.527156	angle[1] = 0.094254	angle[2] = 1.316180

pos[0] = 131.612930	pos[1] = 112.206071	pos[2] = 92.962746
angle[0] = -0.526745	angle[1] = 0.093846	angle[2] = 1.315773

pos[0] = 131.608582	pos[1] = 112.099293	pos[2] = 92.955280
angle[0] = -0.526745	angle[1] = 0.093438	angle[2] = 1.315365

pos[0] = 131.604233	pos[1] = 111.992557	pos[2] = 92.947788
angle[0] = -0.526745	angle[1] = 0.093030	angle[2] = 1.314958

pos[0] = 131.599838	pos[1] = 111.885819	pos[2] = 92.940243
angle[0] = -0.526745	angle[1] = 0.092622	angle[2] = 1.314550

pos[0] = 131.502380	pos[1] = 111.779088	pos[2] = 92.986767
angle[0] = -0.526334	angle[1] = 0.092214	angle[2] = 1.314143

pos[0] = 131.497955	pos[1] = 111.672329	pos[2] = 92.979141
angle[0] = -0.526334	angle[1] = 0.091806	angle[2] = 1.313735

pos[0] = 131.493500	pos[1] = 111.565605	pos[2] = 92.971489
angle[0] = -0.526334	angle[1] = 0.091398	angle[2] = 1.313328

pos[0] = 131.489044	pos[1] = 111.458883	pos[2] = 92.963810
angle[0] = -0.526334	angle[1] = 0.090990	angle[2] = 1.312920

pos[0] = 131.482086	pos[1] = 111.406349	pos[2] = 92.951832
angle[0] = -0.526334	angle[1] = 0.090990	angle[2] = 1.312513

pos[0] = 131.384506	pos[1] = 111.299619	pos[2] = 92.998119
angle[0] = -0.525923	angle[1] = 0.090582	angle[2] = 1.312105

pos[0] = 131.379990	pos[1] = 111.192899	pos[2] = 92.990334
angle[0] = -0.525923	angle[1] = 0.090174	angle[2] = 1.311698

pos[0] = 131.375458	pos[1] = 111.086193	pos[2] = 92.982521
angle[0] = -0.525923	angle[1] = 0.089766	angle[2] = 1.311291

pos[0] = 131.370895	pos[1] = 110.979491	pos[2] = 92.974655
angle[0] = -0.525923	angle[1] = 0.089358	angle[2] = 1.310883

pos[0] = 131.280243	pos[1] = 110.925300	pos[2] = 93.032856
angle[0] = -0.525512	angle[1] = 0.088950	angle[2] = 1.310883

pos[0] = 131.275650	pos[1] = 110.818586	pos[2] = 93.024933
angle[0] = -0.525512	angle[1] = 0.088542	angle[2] = 1.310475

pos[0] = 131.271027	pos[1] = 110.711874	pos[2] = 93.016960
angle[0] = -0.525512	angle[1] = 0.088134	angle[2] = 1.310068

pos[0] = 131.266403	pos[1] = 110.605184	pos[2] = 93.008987
angle[0] = -0.525512	angle[1] = 0.087726	angle[2] = 1.309661

pos[0] = 131.168640	pos[1] = 110.498494	pos[2] = 93.054893
angle[0] = -0.525100	angle[1] = 0.087318	angle[2] = 1.309253

pos[0] = 131.163986	pos[1] = 110.391796	pos[2] = 93.046841
angle[0] = -0.525100	angle[1] = 0.086910	angle[2] = 1.308846

pos[0] = 131.156906	pos[1] = 110.339318	pos[2] = 93.034641
angle[0] = -0.525100	angle[1] = 0.086910	angle[2] = 1.308438

pos[0] = 131.152206	pos[1] = 110.232625	pos[2] = 93.026508
angle[0] = -0.525100	angle[1] = 0.086502	angle[2] = 1.308031

pos[0] = 131.054382	pos[1] = 110.125954	pos[2] = 93.072250
angle[0] = -0.524689	angle[1] = 0.086094	angle[2] = 1.307623

pos[0] = 131.049652	pos[1] = 110.019275	pos[2] = 93.064064
angle[0] = -0.524689	angle[1] = 0.085685	angle[2] = 1.307216

pos[0] = 131.051971	pos[1] = 109.965067	pos[2] = 93.068077
angle[0] = -0.524689	angle[1] = 0.085277	angle[2] = 1.307216

pos[0] = 131.047195	pos[1] = 109.858386	pos[2] = 93.059811
angle[0] = -0.524689	angle[1] = 0.084869	angle[2] = 1.306808

pos[0] = 131.042389	pos[1] = 109.751724	pos[2] = 93.051517
angle[0] = -0.524689	angle[1] = 0.084461	angle[2] = 1.306401

pos[0] = 130.944458	pos[1] = 109.645053	pos[2] = 93.097034
angle[0] = -0.524278	angle[1] = 0.084053	angle[2] = 1.305993

pos[0] = 130.939606	pos[1] = 109.538399	pos[2] = 93.088661
angle[0] = -0.524278	angle[1] = 0.083645	angle[2] = 1.305586

pos[0] = 130.934753	pos[1] = 109.431752	pos[2] = 93.080261
angle[0] = -0.524278	angle[1] = 0.083237	angle[2] = 1.305178

pos[0] = 130.929855	pos[1] = 109.325089	pos[2] = 93.071808
angle[0] = -0.524278	angle[1] = 0.082829	angle[2] = 1.304771

pos[0] = 130.922699	pos[1] = 109.272654	pos[2] = 93.059418
angle[0] = -0.524278	angle[1] = 0.082829	angle[2] = 1.304363

pos[0] = 130.824677	pos[1] = 109.166019	pos[2] = 93.104752
angle[0] = -0.523867	angle[1] = 0.082421	angle[2] = 1.303956

pos[0] = 130.819733	pos[1] = 109.059400	pos[2] = 93.096191
angle[0] = -0.523867	angle[1] = 0.082013	angle[2] = 1.303548

pos[0] = 130.814774	pos[1] = 108.952773	pos[2] = 93.087601
angle[0] = -0.523867	angle[1] = 0.081605	angle[2] = 1.303141

pos[0] = 130.809799	pos[1] = 108.846133	pos[2] = 93.078987
angle[0] = -0.523867	angle[1] = 0.081197	angle[2] = 1.302733

pos[0] = 130.804794	pos[1] = 108.739502	pos[2] = 93.070320
angle[0] = -0.523867	angle[1] = 0.080789	angle[2] = 1.302326

pos[0] = 130.799774	pos[1] = 108.632885	pos[2] = 93.061626
angle[0] = -0.523867	angle[1] = 0.080381	angle[2] = 1.301918

pos[0] = 130.703781	pos[1] = 108.472041	pos[2] = 93.110424
angle[0] = -0.523456	angle[1] = 0.079565	angle[2] = 1.301511

pos[0] = 130.698700	pos[1] = 108.365399	pos[2] = 93.101624
angle[0] = -0.523456	angle[1] = 0.079157	angle[2] = 1.301103

pos[0] = 130.693619	pos[1] = 108.258795	pos[2] = 93.092796
angle[0] = -0.523456	angle[1] = 0.078749	angle[2] = 1.300696

pos[0] = 130.681229	pos[1] = 108.099838	pos[2] = 93.071331
angle[0] = -0.523456	angle[1] = 0.078341	angle[2] = 1.299881

pos[0] = 130.676071	pos[1] = 107.993234	pos[2] = 93.062397
angle[0] = -0.523456	angle[1] = 0.077933	angle[2] = 1.299473

pos[0] = 130.577789	pos[1] = 107.886632	pos[2] = 93.107155
angle[0] = -0.523044	angle[1] = 0.077525	angle[2] = 1.299066

pos[0] = 130.572601	pos[1] = 107.780050	pos[2] = 93.098164
angle[0] = -0.523044	angle[1] = 0.077117	angle[2] = 1.298658

pos[0] = 130.567383	pos[1] = 107.673473	pos[2] = 93.089123
angle[0] = -0.523044	angle[1] = 0.076709	angle[2] = 1.298251

pos[0] = 130.562164	pos[1] = 107.566882	pos[2] = 93.080055
angle[0] = -0.523044	angle[1] = 0.076301	angle[2] = 1.297843

pos[0] = 130.465851	pos[1] = 107.406047	pos[2] = 93.128162
angle[0] = -0.522633	angle[1] = 0.075485	angle[2] = 1.297436

pos[0] = 130.453232	pos[1] = 107.247172	pos[2] = 93.106243
angle[0] = -0.522633	angle[1] = 0.075077	angle[2] = 1.296621

pos[0] = 130.447906	pos[1] = 107.140603	pos[2] = 93.097012
angle[0] = -0.522633	angle[1] = 0.074669	angle[2] = 1.296214

pos[0] = 130.442566	pos[1] = 107.034048	pos[2] = 93.087730
angle[0] = -0.522633	angle[1] = 0.074261	angle[2] = 1.295806

pos[0] = 130.344086	pos[1] = 106.927487	pos[2] = 93.132042
angle[0] = -0.522222	angle[1] = 0.073853	angle[2] = 1.295399

pos[0] = 130.333298	pos[1] = 106.714388	pos[2] = 93.113316
angle[0] = -0.522222	angle[1] = 0.073037	angle[2] = 1.294584

pos[0] = 130.327881	pos[1] = 106.607854	pos[2] = 93.103897
angle[0] = -0.522222	angle[1] = 0.072629	angle[2] = 1.294176

pos[0] = 130.322433	pos[1] = 106.501310	pos[2] = 93.094429
angle[0] = -0.522222	angle[1] = 0.072221	angle[2] = 1.293769

pos[0] = 130.218384	pos[1] = 106.288246	pos[2] = 93.128971
angle[0] = -0.521811	angle[1] = 0.071405	angle[2] = 1.292954

pos[0] = 130.212875	pos[1] = 106.181730	pos[2] = 93.119392
angle[0] = -0.521811	angle[1] = 0.070997	angle[2] = 1.292546

pos[0] = 130.207352	pos[1] = 106.075220	pos[2] = 93.109791
angle[0] = -0.521811	angle[1] = 0.070589	angle[2] = 1.292139

pos[0] = 130.103104	pos[1] = 105.862179	pos[2] = 93.143970
angle[0] = -0.521400	angle[1] = 0.069772	angle[2] = 1.291324

pos[0] = 130.097519	pos[1] = 105.755680	pos[2] = 93.134232
angle[0] = -0.521400	angle[1] = 0.069364	angle[2] = 1.290916

pos[0] = 130.086273	pos[1] = 105.542681	pos[2] = 93.114674
angle[0] = -0.521400	angle[1] = 0.068548	angle[2] = 1.290101

pos[0] = 130.080627	pos[1] = 105.436182	pos[2] = 93.104832
angle[0] = -0.521400	angle[1] = 0.068140	angle[2] = 1.289694

pos[0] = 129.981827	pos[1] = 105.329702	pos[2] = 93.148430
angle[0] = -0.520989	angle[1] = 0.067732	angle[2] = 1.289286

pos[0] = 129.970413	pos[1] = 105.116739	pos[2] = 93.128551
angle[0] = -0.520989	angle[1] = 0.066916	angle[2] = 1.288471

pos[0] = 129.964676	pos[1] = 105.010257	pos[2] = 93.118546
angle[0] = -0.520989	angle[1] = 0.066508	angle[2] = 1.288064

pos[0] = 129.953156	pos[1] = 104.797341	pos[2] = 93.098457
angle[0] = -0.520989	angle[1] = 0.065692	angle[2] = 1.287249

pos[0] = 129.854218	pos[1] = 104.690886	pos[2] = 93.141762
angle[0] = -0.520577	angle[1] = 0.065284	angle[2] = 1.286841

pos[0] = 129.840820	pos[1] = 104.532262	pos[2] = 93.118385
angle[0] = -0.520577	angle[1] = 0.064876	angle[2] = 1.286026

pos[0] = 129.836700	pos[1] = 104.371531	pos[2] = 93.111210
angle[0] = -0.520577	angle[1] = 0.064060	angle[2] = 1.285619

pos[0] = 129.731796	pos[1] = 104.158641	pos[2] = 93.144032
angle[0] = -0.520166	angle[1] = 0.063244	angle[2] = 1.284804

pos[0] = 129.725876	pos[1] = 104.052214	pos[2] = 93.133678
angle[0] = -0.520166	angle[1] = 0.062836	angle[2] = 1.284396

pos[0] = 129.712296	pos[1] = 103.893685	pos[2] = 93.109978
angle[0] = -0.520166	angle[1] = 0.062428	angle[2] = 1.283581

pos[0] = 129.614868	pos[1] = 103.732944	pos[2] = 93.155769
angle[0] = -0.519755	angle[1] = 0.061612	angle[2] = 1.283174

pos[0] = 129.601196	pos[1] = 103.574451	pos[2] = 93.131874
angle[0] = -0.519755	angle[1] = 0.061204	angle[2] = 1.282359

pos[0] = 129.596802	pos[1] = 103.413750	pos[2] = 93.124195
angle[0] = -0.519755	angle[1] = 0.060388	angle[2] = 1.281952

pos[0] = 129.489899	pos[1] = 103.255272	pos[2] = 93.153385
angle[0] = -0.519344	angle[1] = 0.059980	angle[2] = 1.281137

pos[0] = 129.485413	pos[1] = 103.094568	pos[2] = 93.145542
angle[0] = -0.519344	angle[1] = 0.059164	angle[2] = 1.280729

pos[0] = 129.473129	pos[1] = 102.881812	pos[2] = 93.124058
angle[0] = -0.519344	angle[1] = 0.058348	angle[2] = 1.279914

pos[0] = 129.373810	pos[1] = 102.775433	pos[2] = 93.166466
angle[0] = -0.518933	angle[1] = 0.057940	angle[2] = 1.279507

pos[0] = 129.359879	pos[1] = 102.617038	pos[2] = 93.142059
angle[0] = -0.518933	angle[1] = 0.057532	angle[2] = 1.278692

pos[0] = 129.355194	pos[1] = 102.456357	pos[2] = 93.133869
angle[0] = -0.518933	angle[1] = 0.056716	angle[2] = 1.278284

pos[0] = 129.249527	pos[1] = 102.243659	pos[2] = 93.165096
angle[0] = -0.518521	angle[1] = 0.055900	angle[2] = 1.277469

pos[0] = 129.243240	pos[1] = 102.137311	pos[2] = 93.154072
angle[0] = -0.518521	angle[1] = 0.055492	angle[2] = 1.277062

pos[0] = 129.230591	pos[1] = 101.924661	pos[2] = 93.131912
angle[0] = -0.518521	angle[1] = 0.054676	angle[2] = 1.276247

pos[0] = 129.131104	pos[1] = 101.818330	pos[2] = 93.173897
angle[0] = -0.518110	angle[1] = 0.054267	angle[2] = 1.275839

pos[0] = 129.118332	pos[1] = 101.605696	pos[2] = 93.151497
angle[0] = -0.518110	angle[1] = 0.053451	angle[2] = 1.275024

pos[0] = 129.111923	pos[1] = 101.499393	pos[2] = 93.140255
angle[0] = -0.518110	angle[1] = 0.053043	angle[2] = 1.274617

pos[0] = 129.004486	pos[1] = 101.341106	pos[2] = 93.168205
angle[0] = -0.517699	angle[1] = 0.052635	angle[2] = 1.273802

pos[0] = 128.999420	pos[1] = 101.180488	pos[2] = 93.159325
angle[0] = -0.517699	angle[1] = 0.051819	angle[2] = 1.273394

pos[0] = 128.899780	pos[1] = 101.074208	pos[2] = 93.200943
angle[0] = -0.517288	angle[1] = 0.051411	angle[2] = 1.272987

pos[0] = 128.886734	pos[1] = 100.861633	pos[2] = 93.178001
angle[0] = -0.517288	angle[1] = 0.050595	angle[2] = 1.272172

pos[0] = 128.880173	pos[1] = 100.755370	pos[2] = 93.166489
angle[0] = -0.517288	angle[1] = 0.050187	angle[2] = 1.271764

pos[0] = 128.773849	pos[1] = 100.542860	pos[2] = 93.196304
angle[0] = -0.516877	angle[1] = 0.049371	angle[2] = 1.270949

pos[0] = 128.767242	pos[1] = 100.436581	pos[2] = 93.184658
angle[0] = -0.516877	angle[1] = 0.048963	angle[2] = 1.270542

pos[0] = 128.760605	pos[1] = 100.330337	pos[2] = 93.172985
angle[0] = -0.516877	angle[1] = 0.048555	angle[2] = 1.270134

pos[0] = 128.654114	pos[1] = 100.117870	pos[2] = 93.202454
angle[0] = -0.516465	angle[1] = 0.047739	angle[2] = 1.269319

pos[0] = 128.647430	pos[1] = 100.011642	pos[2] = 93.190670
angle[0] = -0.516465	angle[1] = 0.047331	angle[2] = 1.268912

pos[0] = 128.640701	pos[1] = 99.905407	pos[2] = 93.178837
angle[0] = -0.516465	angle[1] = 0.046923	angle[2] = 1.268505

pos[0] = 128.635208	pos[1] = 99.744845	pos[2] = 93.169151
angle[0] = -0.516465	angle[1] = 0.046107	angle[2] = 1.268097

pos[0] = 128.620422	pos[1] = 99.586763	pos[2] = 93.143116
angle[0] = -0.516465	angle[1] = 0.045699	angle[2] = 1.267282

pos[0] = 128.613632	pos[1] = 99.480550	pos[2] = 93.131149
angle[0] = -0.516465	angle[1] = 0.045291	angle[2] = 1.266875

pos[0] = 128.513672	pos[1] = 99.374356	pos[2] = 93.171986
angle[0] = -0.516054	angle[1] = 0.044883	angle[2] = 1.266467

pos[0] = 128.506821	pos[1] = 99.268170	pos[2] = 93.159908
angle[0] = -0.516054	angle[1] = 0.044475	angle[2] = 1.266060

pos[0] = 128.493088	pos[1] = 99.055785	pos[2] = 93.135700
angle[0] = -0.516054	angle[1] = 0.043659	angle[2] = 1.265245

pos[0] = 128.486176	pos[1] = 98.949615	pos[2] = 93.123516
angle[0] = -0.516054	angle[1] = 0.043251	angle[2] = 1.264837

pos[0] = 128.479248	pos[1] = 98.843450	pos[2] = 93.111309
angle[0] = -0.516054	angle[1] = 0.042843	angle[2] = 1.264430

pos[0] = 128.472305	pos[1] = 98.737278	pos[2] = 93.099072
angle[0] = -0.516054	angle[1] = 0.042435	angle[2] = 1.264022

pos[0] = 128.465332	pos[1] = 98.631124	pos[2] = 93.086781
angle[0] = -0.516054	angle[1] = 0.042027	angle[2] = 1.263615

pos[0] = 128.458344	pos[1] = 98.524963	pos[2] = 93.074467
angle[0] = -0.516054	angle[1] = 0.041619	angle[2] = 1.263207

pos[0] = 128.451324	pos[1] = 98.418820	pos[2] = 93.062096
angle[0] = -0.516054	angle[1] = 0.041211	angle[2] = 1.262800

pos[0] = 128.444305	pos[1] = 98.312669	pos[2] = 93.049702
angle[0] = -0.516054	angle[1] = 0.040803	angle[2] = 1.262392

pos[0] = 128.437256	pos[1] = 98.206540	pos[2] = 93.037277
angle[0] = -0.516054	angle[1] = 0.040395	angle[2] = 1.261985

pos[0] = 128.430176	pos[1] = 98.100403	pos[2] = 93.024803
angle[0] = -0.516054	angle[1] = 0.039987	angle[2] = 1.261577

pos[0] = 128.423080	pos[1] = 97.994285	pos[2] = 93.012302
angle[0] = -0.516054	angle[1] = 0.039579	angle[2] = 1.261170

pos[0] = 128.415955	pos[1] = 97.888157	pos[2] = 92.999744
angle[0] = -0.516054	angle[1] = 0.039171	angle[2] = 1.260762

pos[0] = 128.408813	pos[1] = 97.782048	pos[2] = 92.987164
angle[0] = -0.516054	angle[1] = 0.038762	angle[2] = 1.260355

pos[0] = 128.401657	pos[1] = 97.675936	pos[2] = 92.974529
angle[0] = -0.516054	angle[1] = 0.038354	angle[2] = 1.259947

pos[0] = 128.394470	pos[1] = 97.569841	pos[2] = 92.961868
angle[0] = -0.516054	angle[1] = 0.037946	angle[2] = 1.259540

pos[0] = 128.294205	pos[1] = 97.463738	pos[2] = 93.001957
angle[0] = -0.515643	angle[1] = 0.037538	angle[2] = 1.259132

pos[0] = 128.286987	pos[1] = 97.357655	pos[2] = 92.989212
angle[0] = -0.515643	angle[1] = 0.037130	angle[2] = 1.258725

pos[0] = 128.279739	pos[1] = 97.251577	pos[2] = 92.976440
angle[0] = -0.515643	angle[1] = 0.036722	angle[2] = 1.258317

pos[0] = 128.272476	pos[1] = 97.145493	pos[2] = 92.963619
angle[0] = -0.515643	angle[1] = 0.036314	angle[2] = 1.257910

pos[0] = 128.265198	pos[1] = 97.039413	pos[2] = 92.950768
angle[0] = -0.515643	angle[1] = 0.035906	angle[2] = 1.257502

pos[0] = 128.257889	pos[1] = 96.933354	pos[2] = 92.937893
angle[0] = -0.515643	angle[1] = 0.035498	angle[2] = 1.257095

pos[0] = 128.250565	pos[1] = 96.827303	pos[2] = 92.924961
angle[0] = -0.515643	angle[1] = 0.035090	angle[2] = 1.256687

pos[0] = 128.150162	pos[1] = 96.721242	pos[2] = 92.964722
angle[0] = -0.515232	angle[1] = 0.034682	angle[2] = 1.256280

pos[0] = 128.142792	pos[1] = 96.615188	pos[2] = 92.951710
angle[0] = -0.515232	angle[1] = 0.034274	angle[2] = 1.255872

pos[0] = 128.135422	pos[1] = 96.509153	pos[2] = 92.938671
angle[0] = -0.515232	angle[1] = 0.033866	angle[2] = 1.255465

pos[0] = 128.128006	pos[1] = 96.403126	pos[2] = 92.925579
angle[0] = -0.515232	angle[1] = 0.033458	angle[2] = 1.255057

pos[0] = 128.128891	pos[1] = 96.348734	pos[2] = 92.927147
